N° FASE de l'établissement,Nom d'établissement,Numéro BCE de l'établissement,Type d'enseignement,Niveau,Genre,Réseau,Adresse de l'établissement,code_postal_de_l_etablissement,Localité de l'établissement,Commune de l'établissement,Bassin,arrondissement_administratif,N° FASE de l'implantation,Adresse de l'implantation,Code postal de l'implantation,Localité de l'implantation,Commune de l'implantation,Latitude,Longitude,N° FASE du PO,Nom du PO,Numéro BCE du PO,Adresse du PO,Code postal du PO,Localité du PO,Commune du PO,pointgeo
2019.0,ECOLE DE COIFFURE ET DE BIOESTHETIQUE,2167252291,Secondaire ordinaire,Secondaire,Ordinaire,Subventionné communal,Rue de Pitteurs 31,4020,LIEGE,Liège,Liège,Liège,3967.0,Rue de Pitteurs 31,4020,LIEGE,Liège,50.6392756,5.5800998,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6392756, 5.5800998"
2019.0,ECOLE DE COIFFURE ET DE BIOESTHETIQUE,2167252291,Secondaire ordinaire,Secondaire,Ordinaire,Subventionné communal,Rue de Pitteurs 31,4020,LIEGE,Liège,Liège,Liège,3961.0,Rue Basse-Wez 83,4020,LIEGE,Liège,50.6356919,5.587734,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6356919, 5.587734"
202.0,Ecole fondamentale libre - Institut Sainte-Anne,2169224064,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue du Fort de Boncelles 8,1040,ETTERBEEK,Etterbeek,Bruxelles,Bruxelles-Capitale,322.0,Rue du Fort de Boncelles 8,1040,ETTERBEEK,Etterbeek,50.833884,4.3985438,938.0,pouvoir organisateur de l'Institut Sainte Anne,424322441,Rue du Fort de Boncelles 8,1040,ETTERBEEK,Etterbeek,"50.833884, 4.3985438"
202.0,Ecole fondamentale libre - Institut Sainte-Anne,2169224064,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue du Fort de Boncelles 8,1040,ETTERBEEK,Etterbeek,Bruxelles,Bruxelles-Capitale,322.0,Rue du Fort de Boncelles 8,1040,ETTERBEEK,Etterbeek,50.833884,4.3985438,938.0,pouvoir organisateur de l'Institut Sainte Anne,424322441,Rue du Fort de Boncelles 8,1040,ETTERBEEK,Etterbeek,"50.833884, 4.3985438"
2020.0,INSTITUT SAINT-LAURENT,2152514825,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Rue Saint-Laurent 29,4000,LIEGE,Liège,Liège,Liège,3968.0,Rue Saint-Laurent 29,4000,LIEGE,Liège,50.6434703,5.5609488,1381.0,"Centre d'Enseignement Saint-Laurent, Liège",461051094,Rue Saint-Laurent 29,4000,LIEGE,Liège,"50.6434703, 5.5609488"
2020.0,INSTITUT SAINT-LAURENT,2152514825,Secondaire CEFA,Secondaire,Ordinaire,Libre confessionnel,Rue Saint-Laurent 29,4000,LIEGE,Liège,Liège,Liège,3792.0,Rue Saint-Laurent 29,4000,LIEGE,Liège,50.6434703,5.5609488,1381.0,"Centre d'Enseignement Saint-Laurent, Liège",461051094,Rue Saint-Laurent 29,4000,LIEGE,Liège,"50.6434703, 5.5609488"
2021.0,Institut Saint-Laurent - Enseignement pour Adultes,2152515221,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Libre confessionnel,Rue Saint-Laurent 33,4000,LIEGE,Liège,Liège,Liège,3972.0,Rue Saint-Laurent 33,4000,LIEGE,Liège,50.6433709,5.5608932,1381.0,"Centre d'Enseignement Saint-Laurent, Liège",461051094,Rue Saint-Laurent 29,4000,LIEGE,Liège,"50.6433709, 5.5608932"
2021.0,Institut Saint-Laurent - Enseignement pour Adultes,2152515221,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Libre confessionnel,Rue Saint-Laurent 33,4000,LIEGE,Liège,Liège,Liège,4213.0,Chaussée Churchill 10,4420,MONTEGNEE,Saint-Nicolas,50.6454245,5.5276605,1381.0,"Centre d'Enseignement Saint-Laurent, Liège",461051094,Rue Saint-Laurent 29,4000,LIEGE,Liège,"50.6454245, 5.5276605"
2021.0,Institut Saint-Laurent - Enseignement pour Adultes,2152515221,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Libre confessionnel,Rue Saint-Laurent 33,4000,LIEGE,Liège,Liège,Liège,4160.0,Thier de la Fontaine 71,4000,LIEGE,Liège,50.643207,5.5630051,1381.0,"Centre d'Enseignement Saint-Laurent, Liège",461051094,Rue Saint-Laurent 29,4000,LIEGE,Liège,"50.643207, 5.5630051"
2022.0,Institut Don Bosco,2240570831,Secondaire CEFA,Secondaire,Ordinaire,Libre confessionnel,Rue des Wallons 59,4000,LIEGE,Liège,Liège,Liège,10477.0,Rue des Wallons 59,4000,LIEGE,Liège,50.6301291,5.5573749,186.0,ASBL Centre Scolaire Jean Bosco,431691867,Rue des Wallons 59,4000,LIEGE,Liège,"50.6301291, 5.5573749"
2022.0,Institut Don Bosco,2240570831,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Rue des Wallons 59,4000,LIEGE,Liège,Liège,Liège,3978.0,Rue des Wallons 59,4000,LIEGE,Liège,50.6300822,5.5572903,186.0,ASBL Centre Scolaire Jean Bosco,431691867,Rue des Wallons 59,4000,LIEGE,Liège,"50.6300822, 5.5572903"
2022.0,Institut Don Bosco,2240570831,Secondaire CEFA,Secondaire,Ordinaire,Libre confessionnel,Rue des Wallons 59,4000,LIEGE,Liège,Liège,Liège,9002.0,Rue du Bouxthay 41,4041,VOTTEM,Herstal,50.6667371,5.5966664,186.0,ASBL Centre Scolaire Jean Bosco,431691867,Rue des Wallons 59,4000,LIEGE,Liège,"50.6667371, 5.5966664"
2023.0,Institut de technologie - Enseignement pour Adultes,2169231784,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné communal,Quai du Condroz 15,4020,LIEGE,Liège,Liège,Liège,3980.0,Quai du Condroz 15,4000,LIEGE,Liège,50.6202574,5.5840373,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6202574, 5.5840373"
2026.0,INSTITUT MARIE-THERESE,2153263804,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Rue Delfosse 25,4000,LIEGE,Liège,Liège,Liège,3994.0,Rue Delfosse 25,4000,LIEGE,Liège,50.6487156,5.5829912,873.0,Institut Marie-Thérèse ASBL,402408656,Rue Delfosse 25,4000,LIEGE,Liège,"50.6487156, 5.5829912"
2027.0,ATHENEE ROYAL FRAGNEE,2167139059,Secondaire ordinaire,Secondaire,Ordinaire,WBE,Rue de Fragnée 73,4000,LIEGE,Liège,Liège,Liège,7480.0,Rue de Fragnée 73,4000,LIEGE,Liège,50.6239704,5.572992,478.0,Wallonie-Bruxelles Enseignement,725928796,Boulevard Pachéco 32,1000,BRUXELLES,Bruxelles,"50.6239704, 5.572992"
2032.0,Institut Provincial d'Enseignement et de Formation pour Adultes - Supérieur Liège,2169285135,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné provincial,Quai Godefroid Kurth 100,4020,LIEGE,Liège,Liège,Liège,4017.0,Quai Godefroid Kurth 100,4020,LIEGE,Liège,50.6480667,5.599343,1299.0,Province de Liège - Direction générale de la Formation,207725104,Rue du Commerce 14,4100,SERAING,Seraing,"50.6480667, 5.599343"
2038.0,"LYCEE TECHNIQUE PROVINCIAL ""JEAN BOETS""",2167295843,Secondaire ordinaire,Secondaire,Ordinaire,Subventionné provincial,Rue Hullos 52,4000,LIEGE,Liège,Liège,Liège,4029.0,Rue Hullos 52,4000,LIEGE,Liège,50.644018,5.5586421,1299.0,Province de Liège - Direction générale de la Formation,207725104,Rue du Commerce 14,4100,SERAING,Seraing,"50.644018, 5.5586421"
2040.0,CENTRE D'ENSEIGNEMENT SECONDAIRE LEONARD DEFRANCE,2167252489,Secondaire ordinaire,Secondaire,Ordinaire,Subventionné communal,Rue de l'Espérance 62,4000,LIEGE,Liège,Liège,Liège,7233.0,Rue des Anglais 21,4000,LIEGE,Liège,50.6470445,5.5687345,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6470445, 5.5687345"
2040.0,CENTRE D'ENSEIGNEMENT SECONDAIRE LEONARD DEFRANCE,2167252489,Secondaire CEFA,Secondaire,Ordinaire,Subventionné communal,Rue de l'Espérance 62,4000,LIEGE,Liège,Liège,Liège,7827.0,Rue de l'Espérance 62,4000,LIEGE,Liège,50.6413649,5.5457209,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6413649, 5.5457209"
2040.0,CENTRE D'ENSEIGNEMENT SECONDAIRE LEONARD DEFRANCE,2167252489,Secondaire ordinaire,Secondaire,Ordinaire,Subventionné communal,Rue de l'Espérance 62,4000,LIEGE,Liège,Liège,Liège,4033.0,Rue de l'Espérance 62,4000,LIEGE,Liège,50.6413649,5.5457209,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6413649, 5.5457209"
2040.0,CENTRE D'ENSEIGNEMENT SECONDAIRE LEONARD DEFRANCE,2167252489,Secondaire CEFA,Secondaire,Ordinaire,Subventionné communal,Rue de l'Espérance 62,4000,LIEGE,Liège,Liège,Liège,10209.0,Rue Sainte Marguerite 114,4000,LIEGE,Liège,50.6458132,5.5596884,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6458132, 5.5596884"
2040.0,CENTRE D'ENSEIGNEMENT SECONDAIRE LEONARD DEFRANCE,2167252489,Secondaire ordinaire,Secondaire,Ordinaire,Subventionné communal,Rue de l'Espérance 62,4000,LIEGE,Liège,Liège,Liège,4045.0,Rue Sainte-Marguerite 114,4000,LIEGE,Liège,50.6458132,5.5596884,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6458132, 5.5596884"
2043.0,Institut Saint-Jean Berchmans,2240570831,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Rue des Wallons 59,4000,LIEGE,Liège,Liège,Liège,4039.0,Rue de Harlez 35,4000,LIEGE,Liège,50.622456,5.5744243,186.0,ASBL Centre Scolaire Jean Bosco,431691867,Rue des Wallons 59,4000,LIEGE,Liège,"50.622456, 5.5744243"
2043.0,Institut Saint-Jean Berchmans,2240570831,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Rue des Wallons 59,4000,LIEGE,Liège,Liège,Liège,4040.0,Rue des Wallons 59,4000,LIEGE,Liège,50.6301129,5.5572742,186.0,ASBL Centre Scolaire Jean Bosco,431691867,Rue des Wallons 59,4000,LIEGE,Liège,"50.6301129, 5.5572742"
2044.0,ATHENEE ROYAL LIEGE ATLAS,2167139158,Secondaire ordinaire,Secondaire,Ordinaire,WBE,Quai Saint-Léonard 80,4000,LIEGE,Liège,Liège,Liège,4041.0,Quai Saint-Léonard 80,4000,LIEGE,Liège,50.6495897,5.5981779,478.0,Wallonie-Bruxelles Enseignement,725928796,Boulevard Pachéco 32,1000,BRUXELLES,Bruxelles,"50.6495897, 5.5981779"
2044.0,ATHENEE ROYAL LIEGE ATLAS,2167139158,Secondaire ordinaire,Secondaire,Ordinaire,WBE,Quai Saint-Léonard 80,4000,LIEGE,Liège,Liège,Liège,3906.0,Rue de Bois de Breux 275,4020,JUPILLE-SUR-MEUSE,Liège,50.6391304,5.620533,478.0,Wallonie-Bruxelles Enseignement,725928796,Boulevard Pachéco 32,1000,BRUXELLES,Bruxelles,"50.6391304, 5.620533"
2047.0,Ecole de commerce et d'informatique - Enseignement pour Adultes,2167252588,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné communal,Boulevard d'Avroy 5,4000,LIEGE,Liège,Liège,Liège,7296.0,Boulevard d'Avroy 5,4000,LIEGE,Liège,50.6399174,5.5692639,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6399174, 5.5692639"
2048.0,Institut des Langues modernes - Enseignement pour Adultes,2167253677,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné communal,Boulevard d'Avroy 5,4000,LIEGE,Liège,Liège,Liège,3901.0,Rue de la Vaussale 2,4031,ANGLEUR,Liège,50.6114324,5.5994783,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6114324, 5.5994783"
2048.0,Institut des Langues modernes - Enseignement pour Adultes,2167253677,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné communal,Boulevard d'Avroy 5,4000,LIEGE,Liège,Liège,Liège,4048.0,Boulevard d'Avroy 5,4000,LIEGE,Liège,50.6399174,5.5692639,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6399174, 5.5692639"
2049.0,Institut de techniques artisanales - Enseignement pour Adultes,2167252687,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné communal,Rue de la Liberté 27,4020,LIEGE,Liège,Liège,Liège,4053.0,Rue de la Liberté 27,4020,LIEGE,Liège,50.63975,5.5868187,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.63975, 5.5868187"
2049.0,Institut de techniques artisanales - Enseignement pour Adultes,2167252687,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné communal,Rue de la Liberté 27,4020,LIEGE,Liège,Liège,Liège,4170.0,Rue Agimont 9,4000,LIEGE,Liège,50.6461657,5.5673033,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6461657, 5.5673033"
2049.0,Institut de techniques artisanales - Enseignement pour Adultes,2167252687,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné communal,Rue de la Liberté 27,4020,LIEGE,Liège,Liège,Liège,11277.0,Rue Léon Mignon 2,4000,LIEGE,Liège,50.6458423,5.5675582,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6458423, 5.5675582"
205.0,Ecole fondamentale libre - Institut Saint-Stanislas,2167071852,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Avenue des Nerviens 115,1040,ETTERBEEK,Etterbeek,Bruxelles,Bruxelles-Capitale,325.0,Avenue des Nerviens 115,1040,ETTERBEEK,Etterbeek,50.8382171,4.3919241,103.0,Institut Saint-Stanislas,410716014,Avenue des Nerviens 115,1040,ETTERBEEK,Etterbeek,"50.8382171, 4.3919241"
205.0,Ecole fondamentale libre - Institut Saint-Stanislas,2167071852,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Avenue des Nerviens 115,1040,ETTERBEEK,Etterbeek,Bruxelles,Bruxelles-Capitale,325.0,Avenue des Nerviens 115,1040,ETTERBEEK,Etterbeek,50.8382171,4.3919241,103.0,Institut Saint-Stanislas,410716014,Avenue des Nerviens 115,1040,ETTERBEEK,Etterbeek,"50.8382171, 4.3919241"
2050.0,Institut de formation continuée - Enseignement pour Adultes,2167252786,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné communal,Rue Jonfosse 80,4000,LIEGE,Liège,Liège,Liège,4055.0,Rue Jonfosse 80,4000,LIEGE,Liège,50.6399162,5.5628354,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6399162, 5.5628354"
2051.0,Cours pour éducateurs en fonction,2169238219,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Libre confessionnel,Rue des Fortifications 25,4030,GRIVEGNEE,Liège,Liège,Liège,6357.0,Rue des Fortifications 25,4030,GRIVEGNEE,Liège,50.6325316,5.6034623,166.0,CPSE Centre de promotion sociale pour éducateurs,424467941,Rue des Fortifications 25,4030,GRIVEGNEE,Liège,"50.6325316, 5.6034623"
2052.0,"Ecole ""Pluri-elles""",2167076208,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Libre confessionnel,Rue de Souvret 71 / 011,4000,LIEGE,Liège,Liège,Liège,11253.0,Rue de Renory 101,4031,ANGLEUR,Liège,50.6130482,5.5786783,144.0,Centre d'Ecoles de Promotion sociale et de Formation socioprofessionnelle de Vie Féminine,409112148,Rue de la Poste 111,1030,SCHAERBEEK,Schaerbeek,"50.6130482, 5.5786783"
2052.0,"Ecole ""Pluri-elles""",2167076208,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Libre confessionnel,Rue de Souvret 71 / 011,4000,LIEGE,Liège,Liège,Liège,6655.0,Avenue Albert 1er 6,4500,HUY,Huy,50.5240748,5.2359181,144.0,Centre d'Ecoles de Promotion sociale et de Formation socioprofessionnelle de Vie Féminine,409112148,Rue de la Poste 111,1030,SCHAERBEEK,Schaerbeek,"50.5240748, 5.2359181"
2052.0,"Ecole ""Pluri-elles""",2167076208,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Libre confessionnel,Rue de Souvret 71 / 011,4000,LIEGE,Liège,Liège,Liège,7303.0,Rue de Souvret 71 Bte 11,4000,LIEGE,Liège,50.610403,5.5395527,144.0,Centre d'Ecoles de Promotion sociale et de Formation socioprofessionnelle de Vie Féminine,409112148,Rue de la Poste 111,1030,SCHAERBEEK,Schaerbeek,"50.610403, 5.5395527"
2052.0,"Ecole ""Pluri-elles""",2167076208,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Libre confessionnel,Rue de Souvret 71 / 011,4000,LIEGE,Liège,Liège,Liège,7439.0,Rue Goffart 23,4100,SERAING,Seraing,50.6092054,5.512497,144.0,Centre d'Ecoles de Promotion sociale et de Formation socioprofessionnelle de Vie Féminine,409112148,Rue de la Poste 111,1030,SCHAERBEEK,Schaerbeek,"50.6092054, 5.512497"
2053.0,Ecole de Promotion Sociale Soralia Liège - Réseau Solidaris - Ecole de Liège,2143477294,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Libre non confessionnel,Quai de Longdoz 22,4020,LIEGE,Liège,Liège,Liège,4081.0,Rue des Ecoles 30,4171,POULSEUR,Comblain-au-Pont,50.5087057,5.5806823,970.0,ASBL Ecoles de Promotion sociale Soralia Liège - réseau Solidaris,460058132,Rue Douffet 36,4020,LIEGE,Liège,"50.5087057, 5.5806823"
2053.0,Ecole de Promotion Sociale Soralia Liège - Réseau Solidaris - Ecole de Liège,2143477294,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Libre non confessionnel,Quai de Longdoz 22,4020,LIEGE,Liège,Liège,Liège,4076.0,Quai du Longdoz 22,4020,LIEGE,Liège,50.6369229,5.5857973,970.0,ASBL Ecoles de Promotion sociale Soralia Liège - réseau Solidaris,460058132,Rue Douffet 36,4020,LIEGE,Liège,"50.6369229, 5.5857973"
2054.0,Ecole fondamentale spécialisée communale Léona Platel,2167250907,Primaire spécialisé,Fondamental,Spécialisé,Subventionné communal,Rue de la Cité Radieuse 2,4020,BRESSOUX,Liège,Liège,Liège,4114.0,Rue de la Cité Radieuse 2,4020,BRESSOUX,Liège,50.6458592,5.6071221,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6458592, 5.6071221"
2054.0,Ecole fondamentale spécialisée communale Léona Platel,2167250907,Maternel spécialisé,Fondamental,Spécialisé,Subventionné communal,Rue de la Cité Radieuse 2,4020,BRESSOUX,Liège,Liège,Liège,4114.0,Rue de la Cité Radieuse 2,4020,BRESSOUX,Liège,50.6458592,5.6071221,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6458592, 5.6071221"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Maternel spécialisé,Fondamental,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,10105.0,Rue kerstenne 49,4430,ANS,Ans,50.6638869,5.5140692,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6638869, 5.5140692"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Primaire spécialisé,Fondamental,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,8990.0,Place Sainte-Walburge 1,4000,LIEGE,Liège,50.6571297,5.568568,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6571297, 5.568568"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Maternel spécialisé,Fondamental,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,9410.0,Chaussée Colonel Joset 51,4630,SOUMAGNE,Soumagne,50.6147366,5.7557148,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6147366, 5.7557148"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Primaire spécialisé,Fondamental,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,10105.0,Rue kerstenne 49,4430,ANS,Ans,50.6638869,5.5140692,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6638869, 5.5140692"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Maternel spécialisé,Fondamental,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,8990.0,Place Sainte-Walburge 1,4000,LIEGE,Liège,50.6571297,5.568568,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6571297, 5.568568"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Maternel spécialisé,Fondamental,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,4120.0,Boulevard de la Constitution 153,4000,LIEGE,Liège,50.6454501,5.5927062,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6454501, 5.5927062"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Primaire spécialisé,Fondamental,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,4120.0,Boulevard de la Constitution 153,4000,LIEGE,Liège,50.6454501,5.5927062,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6454501, 5.5927062"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Primaire spécialisé,Fondamental,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,9410.0,Chaussée Colonel Joset 51,4630,SOUMAGNE,Soumagne,50.6147366,5.7557148,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6147366, 5.7557148"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Secondaire spécialisé,Secondaire,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,9409.0,Rue Professeur Mahaim 84,4000,LIEGE,Liège,50.6153796,5.5576373,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6153796, 5.5576373"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Secondaire spécialisé,Secondaire,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,11196.0,Rue de Pepinster 76,4800,ENSIVAL,Verviers,50.579384,5.8396003,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.579384, 5.8396003"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Secondaire spécialisé,Secondaire,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,10105.0,Rue kerstenne 49,4430,ANS,Ans,50.6638869,5.5140692,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6638869, 5.5140692"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Secondaire spécialisé,Secondaire,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,11159.0,Rue des Anglais 57,4000,LIEGE,Liège,50.6476389,5.5667734,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6476389, 5.5667734"
2056.0,Ecole fondamentale et secondaire communale spécialisée Type 5 Léopold Mottet I,2169356894,Secondaire spécialisé,Secondaire,Spécialisé,Subventionné communal,Place Sainte-Walburge 1,4000,LIEGE,Liège,Liège,Liège,8990.0,Place Sainte-Walburge 1,4000,LIEGE,Liège,50.6571297,5.568568,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6571297, 5.568568"
2057.0,Ecole fondamentale d'enseignement spécialisé communal Fontainebleau,2167251006,Primaire spécialisé,Fondamental,Spécialisé,Subventionné communal,Rue de Fexhe 58,4000,LIEGE,Liège,Liège,Liège,4127.0,Rue de Fexhe 58,4000,LIEGE,Liège,50.6452188,5.5553269,1138.0,Ville de Liège,207343933,Quai de la Batte 10,4000,LIEGE,Liège,"50.6452188, 5.5553269"
206.0,Ecole primaire Centre scolaire Saint-Michel,2167082641,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Boulevard Saint-Michel 26,1040,ETTERBEEK,Etterbeek,Bruxelles,Bruxelles-Capitale,326.0,Boulevard Saint-Michel 26,1040,ETTERBEEK,Etterbeek,50.8343297,4.40652,212.0,Centre scolaire Saint-Michel,408159172,Boulevard Saint-Michel 26,1040,ETTERBEEK,Etterbeek,"50.8343297, 4.40652"
2060.0,Ecole primaire d'enseignement spécialisé libre - Castors B,2358195506,Maternel spécialisé,Fondamental,Spécialisé,Libre confessionnel,Rue Jean d'Outremeuse 57,4020,LIEGE,Liège,Liège,Liège,4131.0,Rue Jean d'Outremeuse 57,4020,LIEGE,Liège,50.6405922,5.5851853,18.0,Enseignement Spécialisé Les Castors Réunis ASBL,432063140,Rue du Zoning 120,4430,ANS,Ans,"50.6405922, 5.5851853"
2060.0,Ecole primaire d'enseignement spécialisé libre - Castors B,2358195506,Maternel spécialisé,Fondamental,Spécialisé,Libre confessionnel,Rue Jean d'Outremeuse 57,4020,LIEGE,Liège,Liège,Liège,4132.0,Boulevard Patience et Beaujonc 2,4000,LIEGE,Liège,50.6465017,5.5341469,18.0,Enseignement Spécialisé Les Castors Réunis ASBL,432063140,Rue du Zoning 120,4430,ANS,Ans,"50.6465017, 5.5341469"
2060.0,Ecole primaire d'enseignement spécialisé libre - Castors B,2358195506,Primaire spécialisé,Fondamental,Spécialisé,Libre confessionnel,Rue Jean d'Outremeuse 57,4020,LIEGE,Liège,Liège,Liège,4132.0,Boulevard Patience et Beaujonc 2,4000,LIEGE,Liège,50.6465017,5.5341469,18.0,Enseignement Spécialisé Les Castors Réunis ASBL,432063140,Rue du Zoning 120,4430,ANS,Ans,"50.6465017, 5.5341469"
2060.0,Ecole primaire d'enseignement spécialisé libre - Castors B,2358195506,Primaire spécialisé,Fondamental,Spécialisé,Libre confessionnel,Rue Jean d'Outremeuse 57,4020,LIEGE,Liège,Liège,Liège,4131.0,Rue Jean d'Outremeuse 57,4020,LIEGE,Liège,50.6405922,5.5851853,18.0,Enseignement Spécialisé Les Castors Réunis ASBL,432063140,Rue du Zoning 120,4430,ANS,Ans,"50.6405922, 5.5851853"
