N° FASE de l'établissement,Nom d'établissement,Numéro BCE de l'établissement,Type d'enseignement,Niveau,Genre,Réseau,Adresse de l'établissement,code_postal_de_l_etablissement,Localité de l'établissement,Commune de l'établissement,Bassin,arrondissement_administratif,N° FASE de l'implantation,Adresse de l'implantation,Code postal de l'implantation,Localité de l'implantation,Commune de l'implantation,Latitude,Longitude,N° FASE du PO,Nom du PO,Numéro BCE du PO,Adresse du PO,Code postal du PO,Localité du PO,Commune du PO,pointgeo
10.0,"Ecole primaire P9/10 ""Carrefour""",2167249323,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Eloy 114,1070,ANDERLECHT,Anderlecht,Bruxelles,Bruxelles-Capitale,21.0,Rue Eloy 114,1070,ANDERLECHT,Anderlecht,50.8360049,4.3245095,1136.0,Collège des Bourgmestre et Echevins de la commune d'Anderlecht,206582284,Place du Conseil 1,1070,ANDERLECHT,Anderlecht,"50.8360049, 4.3245095"
1000.0,INSTITUT SAINTE-MARIE,2167150541,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Rue Neuve 26,6200,CHATELET,Châtelet,Hainaut Sud,Charleroi,1899.0,Rue Neuve 26,6200,CHATELET,Châtelet,50.4048542,4.5226014,481.0,Association Ecoles Libres Châtelet,417239461,Place d'Arenberg 20,6200,CHATELINEAU,Châtelet,"50.4048542, 4.5226014"
1002.0,INSTITUT SAINT-JOSEPH,2167092539,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Place Jean Guyot 1,6200,CHATELET,Châtelet,Hainaut Sud,Charleroi,1903.0,Place Jean Guyot 1,6200,CHATELET,Châtelet,50.4053174,4.5264959,305.0,Comité organisateur Saint-Joseph de Châtelet,409939915,Place Jean Guyot 1,6200,CHATELET,Châtelet,"50.4053174, 4.5264959"
1003.0,EPA - Enseignement pour Adultes Châtelet,2169235744,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné communal,Place de l'Hôtel de Ville 6,6200,CHATELET,Châtelet,Hainaut Sud,Charleroi,1907.0,Place de l'Hôtel de Ville 6,6200,CHATELET,Châtelet,50.404347,4.5235242,1261.0,Collège communal de Châtelet,206628707,Rue Gendebien 55,6200,CHATELINEAU,Châtelet,"50.404347, 4.5235242"
1004.0,INSTITUT SAINTE-MARIE,2167150640,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Place d'Arenberg 20,6200,CHATELINEAU,Châtelet,Hainaut Sud,Charleroi,8198.0,Rue Lloyd George 10,6200,CHATELINEAU,Châtelet,50.412384,4.519093,481.0,Association Ecoles Libres Châtelet,417239461,Place d'Arenberg 20,6200,CHATELINEAU,Châtelet,"50.412384, 4.519093"
1004.0,INSTITUT SAINTE-MARIE,2167150640,Secondaire CEFA,Secondaire,Ordinaire,Libre confessionnel,Place d'Arenberg 20,6200,CHATELINEAU,Châtelet,Hainaut Sud,Charleroi,1901.0,Place d'Arenberg 20,6200,CHATELINEAU,Châtelet,50.4114884,4.519828,481.0,Association Ecoles Libres Châtelet,417239461,Place d'Arenberg 20,6200,CHATELINEAU,Châtelet,"50.4114884, 4.519828"
1004.0,INSTITUT SAINTE-MARIE,2167150640,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Place d'Arenberg 20,6200,CHATELINEAU,Châtelet,Hainaut Sud,Charleroi,1909.0,Place d'Arenberg 20,6200,CHATELINEAU,Châtelet,50.4114884,4.519828,481.0,Association Ecoles Libres Châtelet,417239461,Place d'Arenberg 20,6200,CHATELINEAU,Châtelet,"50.4114884, 4.519828"
1005.0,COLLEGE SAINT PIE X,2167085116,Secondaire CEFA,Secondaire,Ordinaire,Libre confessionnel,Rue Lloyd George 15,6200,CHATELINEAU,Châtelet,Hainaut Sud,Charleroi,1908.0,Rue Lloyd George 15,6200,CHATELINEAU,Châtelet,50.4124797,4.5191413,240.0,Collège Saint Pie X,410507166,Rue Lloyd George 15,6200,CHATELINEAU,Châtelet,"50.4124797, 4.5191413"
1005.0,COLLEGE SAINT PIE X,2167085116,Secondaire ordinaire,Secondaire,Ordinaire,Libre confessionnel,Rue Lloyd George 15,6200,CHATELINEAU,Châtelet,Hainaut Sud,Charleroi,1911.0,Rue Lloyd George 15,6200,CHATELINEAU,Châtelet,50.4124797,4.5191413,240.0,Collège Saint Pie X,410507166,Rue Lloyd George 15,6200,CHATELINEAU,Châtelet,"50.4124797, 4.5191413"
1006.0,Etablissement d'enseignement spécialisé primaire et secondaire de la Communauté française,2167110355,Maternel spécialisé,Fondamental,Spécialisé,WBE,Rue de Loverval 262,6200,CHATELET,Châtelet,Hainaut Sud,Charleroi,1912.0,Grand Place 68,6240,FARCIENNES,Farciennes,50.4266494,4.5527598,478.0,Wallonie-Bruxelles Enseignement,725928796,Boulevard Pachéco 32,1000,BRUXELLES,Bruxelles,"50.4266494, 4.5527598"
1006.0,Etablissement d'enseignement spécialisé primaire et secondaire de la Communauté française,2167110355,Primaire spécialisé,Fondamental,Spécialisé,WBE,Rue de Loverval 262,6200,CHATELET,Châtelet,Hainaut Sud,Charleroi,1912.0,Grand Place 68,6240,FARCIENNES,Farciennes,50.4266494,4.5527598,478.0,Wallonie-Bruxelles Enseignement,725928796,Boulevard Pachéco 32,1000,BRUXELLES,Bruxelles,"50.4266494, 4.5527598"
1006.0,Etablissement d'enseignement spécialisé primaire et secondaire de la Communauté française,2167110355,Secondaire spécialisé,Secondaire,Spécialisé,WBE,Rue de Loverval 262,6200,CHATELET,Châtelet,Hainaut Sud,Charleroi,1914.0,Rue de Loverval 262,6200,CHATELET,Châtelet,50.3985044,4.5102328,478.0,Wallonie-Bruxelles Enseignement,725928796,Boulevard Pachéco 32,1000,BRUXELLES,Bruxelles,"50.3985044, 4.5102328"
1007.0,Ecole primaire d'enseignement spécialisé libre Mont-Chevreuil,2167078285,Maternel spécialisé,Fondamental,Spécialisé,Libre confessionnel,Rue François Dimanche 42,6250,ROSELIES,Aiseau-Presles,Hainaut Sud,Charleroi,1915.0,Rue François Dimanche 42,6250,ROSELIES,Aiseau-Presles,50.4292907,4.5729303,160.0,Ecole Mont-Chevreuil,463576658,Rue François Dimanche 42,6250,ROSELIES,Aiseau-Presles,"50.4292907, 4.5729303"
1007.0,Ecole primaire d'enseignement spécialisé libre Mont-Chevreuil,2167078285,Primaire spécialisé,Fondamental,Spécialisé,Libre confessionnel,Rue François Dimanche 42,6250,ROSELIES,Aiseau-Presles,Hainaut Sud,Charleroi,1915.0,Rue François Dimanche 42,6250,ROSELIES,Aiseau-Presles,50.4292907,4.5729303,160.0,Ecole Mont-Chevreuil,463576658,Rue François Dimanche 42,6250,ROSELIES,Aiseau-Presles,"50.4292907, 4.5729303"
1007.0,Ecole primaire d'enseignement spécialisé libre Mont-Chevreuil,2167078285,Primaire spécialisé,Fondamental,Spécialisé,Libre confessionnel,Rue François Dimanche 42,6250,ROSELIES,Aiseau-Presles,Hainaut Sud,Charleroi,10436.0,Rue Camille Desy 1,6032,MONT-SUR-MARCHIENNE,Charleroi,50.390687,4.4053684,160.0,Ecole Mont-Chevreuil,463576658,Rue François Dimanche 42,6250,ROSELIES,Aiseau-Presles,"50.390687, 4.4053684"
1008.0,"Académie de Dessin et des Arts décoratifs ""Gustave Camus"" de Châtelet",2167285648,Artistique à horaire réduit,Secondaire,Ordinaire,Subventionné communal,Place Jean Guyot 29 / 31,6200,CHATELET,Châtelet,Hainaut Sud,Charleroi,7700.0,Place Jean Guyot 29-31,6200,CHATELET,Châtelet,50.4052249,4.5272412,1261.0,Collège communal de Châtelet,206628707,Rue Gendebien 55,6200,CHATELINEAU,Châtelet,"50.4052249, 4.5272412"
1008.0,"Académie de Dessin et des Arts décoratifs ""Gustave Camus"" de Châtelet",2167285648,Artistique à horaire réduit,Secondaire,Ordinaire,Subventionné communal,Place Jean Guyot 29 / 31,6200,CHATELET,Châtelet,Hainaut Sud,Charleroi,7699.0,Rue de Couillet 146,6200,CHATELET,Châtelet,50.401941,4.5118082,1261.0,Collège communal de Châtelet,206628707,Rue Gendebien 55,6200,CHATELINEAU,Châtelet,"50.401941, 4.5118082"
101.0,Ecole fondamentale Emile Jacqmain,2167215966,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Véronèse 21,1000,BRUXELLES,Bruxelles,Bruxelles,Bruxelles-Capitale,163.0,Rue Véronèse 21,1000,BRUXELLES,Bruxelles,50.8460522,4.3875414,1057.0,Ville de Bruxelles,207373429,Rue des Halles 4,1000,BRUXELLES,Bruxelles,"50.8460522, 4.3875414"
101.0,Ecole fondamentale Emile Jacqmain,2167215966,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Véronèse 21,1000,BRUXELLES,Bruxelles,Bruxelles,Bruxelles-Capitale,163.0,Rue Véronèse 21,1000,BRUXELLES,Bruxelles,50.8460522,4.3875414,1057.0,Ville de Bruxelles,207373429,Rue des Halles 4,1000,BRUXELLES,Bruxelles,"50.8460522, 4.3875414"
1010.0,Groupe scolaire Destrée,2167285450,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Place Jules Destrée 47,6200,CHATELINEAU,Châtelet,Hainaut Sud,Charleroi,1921.0,Place Jules Destrée 47,6200,CHATELINEAU,Châtelet,50.4309327,4.5185459,1261.0,Collège communal de Châtelet,206628707,Rue Gendebien 55,6200,CHATELINEAU,Châtelet,"50.4309327, 4.5185459"
1012.0,Ecole fondamentale libre,2211488746,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue du Seigneur 128A,6183,TRAZEGNIES,Courcelles,Hainaut Sud,Charleroi,1925.0,Rue du Seigneur 128A,6183,TRAZEGNIES,Courcelles,50.4681516,4.3292315,395.0,Comité scolaire des écoles libres de Trazegnies,416971821,Rue du Seigneur 128 A,6183,TRAZEGNIES,Courcelles,"50.4681516, 4.3292315"
1012.0,Ecole fondamentale libre,2211488746,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue du Seigneur 128A,6183,TRAZEGNIES,Courcelles,Hainaut Sud,Charleroi,1925.0,Rue du Seigneur 128A,6183,TRAZEGNIES,Courcelles,50.4681516,4.3292315,395.0,Comité scolaire des écoles libres de Trazegnies,416971821,Rue du Seigneur 128 A,6183,TRAZEGNIES,Courcelles,"50.4681516, 4.3292315"
1014.0,École fondamentale communale de la Cité,2167203791,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Albert Daxhelet 17,6182,SOUVRET,Courcelles,Hainaut Sud,Charleroi,1950.0,Rue Albert Daxhelet 17,6182,SOUVRET,Courcelles,50.4417295,4.3450816,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4417295, 4.3450816"
1014.0,École fondamentale communale de la Cité,2167203791,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Albert Daxhelet 17,6182,SOUVRET,Courcelles,Hainaut Sud,Charleroi,6272.0,Rue Jules Carlier 1,6182,SOUVRET,Courcelles,50.4506723,4.350772,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4506723, 4.350772"
1014.0,École fondamentale communale de la Cité,2167203791,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Albert Daxhelet 17,6182,SOUVRET,Courcelles,Hainaut Sud,Charleroi,1950.0,Rue Albert Daxhelet 17,6182,SOUVRET,Courcelles,50.4417295,4.3450816,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4417295, 4.3450816"
1015.0,Ecole communale fondamentale Petit-Courcelles,2167203890,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Place  Bougard 31,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,10108.0,Rue de Binche 22,6180,COURCELLES,Courcelles,50.4679335,4.3679206,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4679335, 4.3679206"
1015.0,Ecole communale fondamentale Petit-Courcelles,2167203890,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Place  Bougard 31,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1930.0,Place Bougard 31,6180,COURCELLES,Courcelles,50.461926,4.362639,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.461926, 4.362639"
1015.0,Ecole communale fondamentale Petit-Courcelles,2167203890,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Place  Bougard 31,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1930.0,Place Bougard 31,6180,COURCELLES,Courcelles,50.461926,4.362639,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.461926, 4.362639"
1016.0,"Ecole communale fondamentale ""Trieu des Agneaux""",2167203989,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Trieu des Agneaux 32,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1931.0,Trieu des Agneaux 32,6180,COURCELLES,Courcelles,50.4528676,4.3798944,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4528676, 4.3798944"
1016.0,"Ecole communale fondamentale ""Trieu des Agneaux""",2167203989,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Trieu des Agneaux 32,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1931.0,Trieu des Agneaux 32,6180,COURCELLES,Courcelles,50.4528676,4.3798944,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4528676, 4.3798944"
1018.0,Ecole fondamentale communale Sart-Lez-Moulin,2167204088,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Graffes 38,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1934.0,Rue des Graffes 38,6180,COURCELLES,Courcelles,50.4386685,4.3568489,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4386685, 4.3568489"
1018.0,Ecole fondamentale communale Sart-Lez-Moulin,2167204088,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Graffes 38,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1934.0,Rue des Graffes 38,6180,COURCELLES,Courcelles,50.4386685,4.3568489,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4386685, 4.3568489"
1018.0,Ecole fondamentale communale Sart-Lez-Moulin,2167204088,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Graffes 38,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,7390.0,Rue de Miaucourt 86,6180,COURCELLES,Courcelles,50.4560705,4.388442,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4560705, 4.388442"
1019.0,Ecole Saint François d'Assise,2167162221,Primaire ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue du Général de Gaulle 72,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1936.0,Rue du Général de Gaulle 72,6180,COURCELLES,Courcelles,50.4582534,4.3803586,623.0,ASBL Ecole Saint-François d'Assise,433674429,Rue du Général de Gaulle 126,6180,COURCELLES,Courcelles,"50.4582534, 4.3803586"
1019.0,Ecole Saint François d'Assise,2167162221,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue du Général de Gaulle 72,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1936.0,Rue du Général de Gaulle 72,6180,COURCELLES,Courcelles,50.4582534,4.3803586,623.0,ASBL Ecole Saint-François d'Assise,433674429,Rue du Général de Gaulle 126,6180,COURCELLES,Courcelles,"50.4582534, 4.3803586"
102.0,Ecole fondamentale Congrès-Dachsbeck,2167216065,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue de l'Enseignement 96,1000,BRUXELLES,Bruxelles,Bruxelles,Bruxelles-Capitale,164.0,Rue de l'Enseignement 96,1000,BRUXELLES,Bruxelles,50.8490429,4.3653113,1057.0,Ville de Bruxelles,207373429,Rue des Halles 4,1000,BRUXELLES,Bruxelles,"50.8490429, 4.3653113"
102.0,Ecole fondamentale Congrès-Dachsbeck,2167216065,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue de l'Enseignement 96,1000,BRUXELLES,Bruxelles,Bruxelles,Bruxelles-Capitale,164.0,Rue de l'Enseignement 96,1000,BRUXELLES,Bruxelles,50.8490429,4.3653113,1057.0,Ville de Bruxelles,207373429,Rue des Halles 4,1000,BRUXELLES,Bruxelles,"50.8490429, 4.3653113"
1021.0,Ecole industrielle et commerciale de Courcelles,2169326311,Enseignement secondaire pour Adultes,Secondaire,Ordinaire,Subventionné communal,Pl Franklin D. Roosevelt 2-3,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1942.0,Pl Franklin D. Roosevelt 2-3,6180,COURCELLES,Courcelles,50.4612827,4.3784669,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4612827, 4.3784669"
1022.0,"Enseignement secondaire spécialisé communal ""Les Murets""",2167204583,Secondaire spécialisé,Secondaire,Spécialisé,Subventionné communal,Rue Hubert Bayet 10,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1944.0,Rue Hubert Bayet 10,6180,COURCELLES,Courcelles,50.4614282,4.3804349,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4614282, 4.3804349"
1023.0,Académie de musique de Courcelles - Ecole du Trieu,2169326014,Artistique à horaire réduit,Secondaire,Ordinaire,Subventionné communal,Rue Hubert Bayet 10,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,8015.0,Rue Hubert Bayet 10,6180,COURCELLES,Courcelles,50.4637119,4.3832694,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4637119, 4.3832694"
1023.0,Académie de musique de Courcelles - Ecole du Trieu,2169326014,Artistique à horaire réduit,Secondaire,Ordinaire,Subventionné communal,Rue Hubert Bayet 10,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,10924.0,Rue Jules Carlier 1,6182,SOUVRET,Courcelles,50.4506723,4.350772,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4506723, 4.350772"
1024.0,Ecole primaire d'enseignement spécialisé communal,2167204187,Maternel spécialisé,Fondamental,Spécialisé,Subventionné communal,Place Larsimont 1,6183,TRAZEGNIES,Courcelles,Hainaut Sud,Charleroi,1949.0,Place Larsimont 5,6183,TRAZEGNIES,Courcelles,50.4669241,4.3311721,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4669241, 4.3311721"
1024.0,Ecole primaire d'enseignement spécialisé communal,2167204187,Primaire spécialisé,Fondamental,Spécialisé,Subventionné communal,Place Larsimont 1,6183,TRAZEGNIES,Courcelles,Hainaut Sud,Charleroi,1949.0,Place Larsimont 5,6183,TRAZEGNIES,Courcelles,50.4669241,4.3311721,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4669241, 4.3311721"
1025.0,Ecole fondamentale  du Trieu,2167204286,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Place Franklin Delano Roosevelt 3,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1932.0,Place Franklin Delano Roosevelt 3,6180,COURCELLES,Courcelles,50.4615984,4.3801433,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4615984, 4.3801433"
1025.0,Ecole fondamentale  du Trieu,2167204286,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Place Franklin Delano Roosevelt 3,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1951.0,Rue de l'Yser 101,6183,TRAZEGNIES,Courcelles,50.4651749,4.3446878,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4651749, 4.3446878"
1025.0,Ecole fondamentale  du Trieu,2167204286,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Place Franklin Delano Roosevelt 3,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1932.0,Place Franklin Delano Roosevelt 3,6180,COURCELLES,Courcelles,50.4615984,4.3801433,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4615984, 4.3801433"
1025.0,Ecole fondamentale  du Trieu,2167204286,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Place Franklin Delano Roosevelt 3,6180,COURCELLES,Courcelles,Hainaut Sud,Charleroi,1951.0,Rue de l'Yser 101,6183,TRAZEGNIES,Courcelles,50.4651749,4.3446878,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4651749, 4.3446878"
1026.0,Ecole communale fondamentale Fléchère,2167204385,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Communes 5A,6181,GOUY-LEZ-PIETON,Courcelles,Hainaut Sud,Charleroi,1952.0,Rue des Communes 5A,6181,GOUY-LEZ-PIETON,Courcelles,50.4975412,4.3027675,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4975412, 4.3027675"
1026.0,Ecole communale fondamentale Fléchère,2167204385,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Communes 5A,6181,GOUY-LEZ-PIETON,Courcelles,Hainaut Sud,Charleroi,1926.0,Rue du Moulin 30,6181,GOUY-LEZ-PIETON,Courcelles,50.4926818,4.3271461,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4926818, 4.3271461"
1026.0,Ecole communale fondamentale Fléchère,2167204385,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Communes 5A,6181,GOUY-LEZ-PIETON,Courcelles,Hainaut Sud,Charleroi,1952.0,Rue des Communes 5A,6181,GOUY-LEZ-PIETON,Courcelles,50.4975412,4.3027675,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4975412, 4.3027675"
1026.0,Ecole communale fondamentale Fléchère,2167204385,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Communes 5A,6181,GOUY-LEZ-PIETON,Courcelles,Hainaut Sud,Charleroi,1926.0,Rue du Moulin 30,6181,GOUY-LEZ-PIETON,Courcelles,50.4926818,4.3271461,1032.0,Collège communal de Courcelles,207280387,Rue Jean Jaurès 2,6180,COURCELLES,Courcelles,"50.4926818, 4.3271461"
1027.0,"Ecole communale ""La Marelle""",2167286341,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Clément Daix 87,6240,FARCIENNES,Farciennes,Hainaut Sud,Charleroi,1953.0,Rue Clément Daix 87,6240,FARCIENNES,Farciennes,50.4324379,4.5466635,1266.0,Commune de Farciennes,207318197,Rue de la Liberté 40,6240,FARCIENNES,Farciennes,"50.4324379, 4.5466635"
1027.0,"Ecole communale ""La Marelle""",2167286341,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue Clément Daix 87,6240,FARCIENNES,Farciennes,Hainaut Sud,Charleroi,1953.0,Rue Clément Daix 87,6240,FARCIENNES,Farciennes,50.4324379,4.5466635,1266.0,Commune de Farciennes,207318197,Rue de la Liberté 40,6240,FARCIENNES,Farciennes,"50.4324379, 4.5466635"
1028.0,Ecole communale Waloupi,2167286440,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Cayats 77,6240,FARCIENNES,Farciennes,Hainaut Sud,Charleroi,1957.0,Rue Fernand Stilmant 5,6240,PIRONCHAMPS,Farciennes,50.4237902,4.5338774,1266.0,Commune de Farciennes,207318197,Rue de la Liberté 40,6240,FARCIENNES,Farciennes,"50.4237902, 4.5338774"
1028.0,Ecole communale Waloupi,2167286440,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Cayats 77,6240,FARCIENNES,Farciennes,Hainaut Sud,Charleroi,1955.0,Rue des Cayats 77,6240,FARCIENNES,Farciennes,50.4307635,4.5364523,1266.0,Commune de Farciennes,207318197,Rue de la Liberté 40,6240,FARCIENNES,Farciennes,"50.4307635, 4.5364523"
1028.0,Ecole communale Waloupi,2167286440,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Cayats 77,6240,FARCIENNES,Farciennes,Hainaut Sud,Charleroi,1958.0,Rue des Ecoles 5,6240,FARCIENNES,Farciennes,50.4399446,4.5307553,1266.0,Commune de Farciennes,207318197,Rue de la Liberté 40,6240,FARCIENNES,Farciennes,"50.4399446, 4.5307553"
1028.0,Ecole communale Waloupi,2167286440,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Cayats 77,6240,FARCIENNES,Farciennes,Hainaut Sud,Charleroi,1957.0,Rue Fernand Stilmant 5,6240,PIRONCHAMPS,Farciennes,50.4237902,4.5338774,1266.0,Commune de Farciennes,207318197,Rue de la Liberté 40,6240,FARCIENNES,Farciennes,"50.4237902, 4.5338774"
1028.0,Ecole communale Waloupi,2167286440,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Cayats 77,6240,FARCIENNES,Farciennes,Hainaut Sud,Charleroi,1958.0,Rue des Ecoles 5,6240,FARCIENNES,Farciennes,50.4399446,4.5307553,1266.0,Commune de Farciennes,207318197,Rue de la Liberté 40,6240,FARCIENNES,Farciennes,"50.4399446, 4.5307553"
1028.0,Ecole communale Waloupi,2167286440,Maternel ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue des Cayats 77,6240,FARCIENNES,Farciennes,Hainaut Sud,Charleroi,1955.0,Rue des Cayats 77,6240,FARCIENNES,Farciennes,50.4307635,4.5364523,1266.0,Commune de Farciennes,207318197,Rue de la Liberté 40,6240,FARCIENNES,Farciennes,"50.4307635, 4.5364523"
103.0,Ecole primaire Henriette Dachsbeck,2167216164,Primaire ordinaire,Fondamental,Ordinaire,Subventionné communal,Rue de Rollebeek 22,1000,BRUXELLES,Bruxelles,Bruxelles,Bruxelles-Capitale,165.0,Rue de Rollebeek 22,1000,BRUXELLES,Bruxelles,50.8420438,4.3530541,1057.0,Ville de Bruxelles,207373429,Rue des Halles 4,1000,BRUXELLES,Bruxelles,"50.8420438, 4.3530541"
1031.0,Ecole fondamentale libre,2167086896,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue Amion 14,6240,FARCIENNES,Farciennes,Hainaut Sud,Charleroi,1963.0,Rue du Louât 4,6240,FARCIENNES,Farciennes,50.428606,4.54202,250.0,Comité de l'Ecole libre de Farciennes Centre,433741933,Amion 14,6240,FARCIENNES,Farciennes,"50.428606, 4.54202"
1031.0,Ecole fondamentale libre,2167086896,Maternel ordinaire,Fondamental,Ordinaire,Libre confessionnel,Rue Amion 14,6240,FARCIENNES,Farciennes,Hainaut Sud,Charleroi,1960.0,Rue Amion 14,6240,FARCIENNES,Farciennes,50.4270711,4.5544436,250.0,Comité de l'Ecole libre de Farciennes Centre,433741933,Amion 14,6240,FARCIENNES,Farciennes,"50.4270711, 4.5544436"
